subject,testsuite,type,total_mutants,killed,estimator,estimation,CILower,CIUpper,MEstimate,MLower,MUpper
commons-collections,dynamosa,methods,8309,7762,species_pnpmle,21707.0,16105.0,21218.0,8288.4,8196.813666092314,8308.478519172066
commons-collections,dynamosa,methods,8309,7762,species_unpmle,118365897.0,12004.0,127770867.0,8288.4,8196.813666092314,8308.478519172066
commons-collections,dynamosa,methods,8309,7762,zelterman,12281.8428136992,11795.2450865448,12768.4405408536,8288.4,8196.813666092314,8308.478519172066
commons-collections,organic,classes,8309,6249,bootstrap,8652.17568229852,8100.69698424456,9203.65438035248,8288.4,8196.813666092314,8308.478519172066
commons-collections,organic,classes,8309,6249,ice,21771.7815102404,18803.4584332207,24740.1045872602,8288.4,8196.813666092314,8308.478519172066
commons-collections,organic,classes,8309,6249,spader_chao,11195.384,10771.094,11659.485,8288.4,8196.813666092314,8308.478519172066
commons-collections,organic,classes,8309,6249,spader_ice,12474.379,12014.291,12971.183,8288.4,8196.813666092314,8308.478519172066
commons-collections,organic,classes,8309,6249,spader_ice1,16045.755,15140.703,17042.927,8288.4,8196.813666092314,8308.478519172066
commons-collections,organic,classes,8309,6249,spader_ichao2,12181.634,11873.437,12506.718,8288.4,8196.813666092314,8308.478519172066
commons-collections,organic,classes,8309,6249,species_chaobunge,512220.0,30472.0,10515399.0,8288.4,8196.813666092314,8308.478519172066
commons-collections,organic,classes,8309,6249,species_jackknife,14387.0,13710.0,15064.0,8288.4,8196.813666092314,8308.478519172066
commons-collections,organic,classes,8309,6249,species_pcg,12095.0,11545.0,18526.0,8288.4,8196.813666092314,8308.478519172066
commons-collections,organic,classes,8309,6249,species_pnpmle,18058.0,17591.0,21567.0,8288.4,8196.813666092314,8308.478519172066
commons-collections,organic,classes,8309,6249,species_unpmle,12160.0,11739.0,16069.0,8288.4,8196.813666092314,8308.478519172066
commons-collections,organic,classes,8309,6249,zelterman,12180.5706144182,11610.3808178489,12750.7604109874,8288.4,8196.813666092314,8308.478519172066
commons-collections,organic,methods,8309,6249,bootstrap,7381.00556264105,7261.59384536776,7500.41727991435,8288.4,8196.813666092314,8308.478519172066
commons-collections,organic,methods,8309,6249,ice,46885.7875604896,22478.8338082622,71292.7413127171,8288.4,8196.813666092314,8308.478519172066
commons-collections,organic,methods,8309,6249,spader_chao,7829.527,7632.074,8055.17,8288.4,8196.813666092314,8308.478519172066
commons-collections,organic,methods,8309,6249,spader_ice,7571.352,7439.042,7718.372,8288.4,8196.813666092314,8308.478519172066
commons-collections,organic,methods,8309,6249,spader_ice1,7990.586,7798.18,8206.888,8288.4,8196.813666092314,8308.478519172066
commons-collections,organic,methods,8309,6249,spader_ichao2,8117.602,7970.177,8277.653,8288.4,8196.813666092314,8308.478519172066
commons-collections,organic,methods,8309,6249,species_chaobunge,8463.0,8144.0,8808.0,8288.4,8196.813666092314,8308.478519172066
commons-collections,organic,methods,8309,6249,species_jackknife,9041.0,8741.0,9341.0,8288.4,8196.813666092314,8308.478519172066
commons-collections,organic,methods,8309,6249,species_pcg,8360.0,7970.0,9554.0,8288.4,8196.813666092314,8308.478519172066
commons-collections,organic,methods,8309,6249,species_pnpmle,8409.0,8408.0,9893.0,8288.4,8196.813666092314,8308.478519172066
commons-collections,organic,methods,8309,6249,species_unpmle,8406.0,8222.0,9437.0,8288.4,8196.813666092314,8308.478519172066
commons-collections,organic,methods,8309,6249,zelterman,10131.9230599794,9575.83522921967,10688.0108907391,8288.4,8196.813666092314,8308.478519172066
commons-collections,random,classes,8309,4761,bootstrap,6669.80956496492,6330.49182009907,7009.12730983076,8288.4,8196.813666092314,8308.478519172066
commons-collections,random,classes,8309,4761,ice,20661.5509392874,17285.5784293063,24037.5234492686,8288.4,8196.813666092314,8308.478519172066
commons-collections,random,classes,8309,4761,spader_chao,9892.239,9399.237,10437.643,8288.4,8196.813666092314,8308.478519172066
commons-collections,random,classes,8309,4761,spader_ice,11096.7,10555.045,11688.991,8288.4,8196.813666092314,8308.478519172066
commons-collections,random,classes,8309,4761,spader_ice1,15153.358,14000.655,16449.866,8288.4,8196.813666092314,8308.478519172066
commons-collections,random,classes,8309,4761,spader_ichao2,11019.229,10635.74,11427.752,8288.4,8196.813666092314,8308.478519172066
commons-collections,random,classes,8309,4761,species_chaobunge,-19722.0,-11998.0,-31035.0,8288.4,8196.813666092314,8308.478519172066
commons-collections,random,classes,8309,4761,species_jackknife,13668.0,12773.0,14563.0,8288.4,8196.813666092314,8308.478519172066
commons-collections,random,classes,8309,4761,species_pcg,14293.0,11844.0,19828.0,8288.4,8196.813666092314,8308.478519172066
commons-collections,random,classes,8309,4761,species_pnpmle,12768.0,10357.0,13992.0,8288.4,8196.813666092314,8308.478519172066
commons-collections,random,classes,8309,4761,species_unpmle,23013.0,10249.0,73950.0,8288.4,8196.813666092314,8308.478519172066
commons-collections,random,classes,8309,4761,zelterman,10756.1968752928,10119.3041867902,11393.0895637954,8288.4,8196.813666092314,8308.478519172066
commons-collections,random,methods,8309,4761,bootstrap,5990.76488240785,5915.19992517186,6066.32983964384,8288.4,8196.813666092314,8308.478519172066
commons-collections,random,methods,8309,4761,ice,21460.2903635744,14296.1908915083,28624.3898356405,8288.4,8196.813666092314,8308.478519172066
commons-collections,random,methods,8309,4761,spader_chao,6020.342,5868.598,6192.875,8288.4,8196.813666092314,8308.478519172066
commons-collections,random,methods,8309,4761,spader_ice,6383.832,6226.721,6557.784,8288.4,8196.813666092314,8308.478519172066
commons-collections,random,methods,8309,4761,spader_ice1,6935.379,6698.51,7201.207,8288.4,8196.813666092314,8308.478519172066
commons-collections,random,methods,8309,4761,spader_ichao2,6334.509,6245.439,6428.925,8288.4,8196.813666092314,8308.478519172066
commons-collections,random,methods,8309,4761,species_chaobunge,7731.0,7280.0,8244.0,8288.4,8196.813666092314,8308.478519172066
commons-collections,random,methods,8309,4761,species_jackknife,6939.0,6747.0,7131.0,8288.4,8196.813666092314,8308.478519172066
commons-collections,random,methods,8309,4761,species_pcg,6183.0,6095.0,6672.0,8288.4,8196.813666092314,8308.478519172066
commons-collections,random,methods,8309,4761,species_pnpmle,6230.0,6109.0,6697.0,8288.4,8196.813666092314,8308.478519172066
commons-collections,random,methods,8309,4761,species_unpmle,6229.0,6164.0,7400.0,8288.4,8196.813666092314,8308.478519172066
commons-collections,random,methods,8309,4761,zelterman,6636.21331630801,6356.85007595422,6915.5765566618,8288.4,8196.813666092314,8308.478519172066
commons-compress,dynamosa,classes,9566,4719,bootstrap,6462.17706866047,6012.78520287884,6911.56893444209,9532.92,9385.848353122998,9565.16259292291
commons-compress,dynamosa,classes,9566,4719,ice,9690.49457822639,8657.75124873037,10723.2379077224,9532.92,9385.848353122998,9565.16259292291
commons-compress,dynamosa,classes,9566,4719,spader_chao,7401.719,7131.969,7701.626,9532.92,9385.848353122998,9565.16259292291
commons-compress,dynamosa,classes,9566,4719,spader_ice,7391.826,7142.049,7667.35,9532.92,9385.848353122998,9565.16259292291
commons-compress,dynamosa,classes,9566,4719,spader_ice1,8005.054,7633.549,8423.914,9532.92,9385.848353122998,9565.16259292291
commons-compress,dynamosa,classes,9566,4719,spader_ichao2,7956.245,7796.123,8124.7,9532.92,9385.848353122998,9565.16259292291
commons-compress,dynamosa,classes,9566,4719,species_chaobunge,9152.0,8393.0,10066.0,9532.92,9385.848353122998,9565.16259292291
commons-compress,dynamosa,classes,9566,4719,species_jackknife,12273.0,11276.0,13270.0,9532.92,9385.848353122998,9565.16259292291
commons-compress,dynamosa,classes,9566,4719,species_pcg,2363911.0,2363977.0,2365013.0,9532.92,9385.848353122998,9565.16259292291
commons-compress,dynamosa,classes,9566,4719,species_pnpmle,18275.0,12055.0,16231.0,9532.92,9385.848353122998,9565.16259292291
commons-compress,dynamosa,classes,9566,4719,species_unpmle,110729542.0,7202.0,122161930.0,9532.92,9385.848353122998,9565.16259292291
commons-compress,dynamosa,classes,9566,4719,zelterman,7944.47290787923,7566.88603020896,8322.05978554951,9532.92,9385.848353122998,9565.16259292291
commons-compress,dynamosa,methods,9566,4719,bootstrap,5568.06015255167,5337.64402707385,5798.47627802949,9532.92,9385.848353122998,9565.16259292291
commons-compress,dynamosa,methods,9566,4719,ice,10181.8002879026,8452.0889299109,11911.5116458944,9532.92,9385.848353122998,9565.16259292291
commons-compress,dynamosa,methods,9566,4719,spader_chao,5246.76,5163.564,5345.524,9532.92,9385.848353122998,9565.16259292291
commons-compress,dynamosa,methods,9566,4719,spader_ice,5278.889,5209.173,5358.52,9532.92,9385.848353122998,9565.16259292291
commons-compress,dynamosa,methods,9566,4719,spader_ice1,5364.888,5280.721,5461.667,9532.92,9385.848353122998,9565.16259292291
commons-compress,dynamosa,methods,9566,4719,spader_ichao2,5304.789,5260.089,5353.181,9532.92,9385.848353122998,9565.16259292291
commons-compress,dynamosa,methods,9566,4719,species_chaobunge,5402.0,5305.0,5506.0,9532.92,9385.848353122998,9565.16259292291
commons-compress,dynamosa,methods,9566,4719,species_jackknife,7816.0,6964.0,8668.0,9532.92,9385.848353122998,9565.16259292291
commons-compress,dynamosa,methods,9566,4719,species_pcg,6816.0,5150.0,5652.0,9532.92,9385.848353122998,9565.16259292291
commons-compress,dynamosa,methods,9566,4719,species_pnpmle,5246.0,5218.0,5382.0,9532.92,9385.848353122998,9565.16259292291
commons-compress,dynamosa,methods,9566,4719,species_unpmle,36420.0,36420.0,36420.0,9532.92,9385.848353122998,9565.16259292291
commons-compress,dynamosa,methods,9566,4719,zelterman,5782.18527971432,5557.19818370489,6007.17237572376,9532.92,9385.848353122998,9565.16259292291
commons-compress,organic,classes,9566,6258,bootstrap,7682.38157841635,7314.94899662217,8049.81416021052,9532.92,9385.848353122998,9565.16259292291
commons-compress,organic,classes,9566,6258,ice,9175.57179339547,8878.26482514383,9472.87876164712,9532.92,9385.848353122998,9565.16259292291
commons-compress,organic,classes,9566,6258,spader_chao,7613.191,7458.294,7788.078,9532.92,9385.848353122998,9565.16259292291
commons-compress,organic,classes,9566,6258,spader_ice,7572.553,7450.468,7707.137,9532.92,9385.848353122998,9565.16259292291
commons-compress,organic,classes,9566,6258,spader_ice1,7873.725,7711.811,8053.671,9532.92,9385.848353122998,9565.16259292291
commons-compress,organic,classes,9566,6258,spader_ichao2,7945.402,7852.03,8044.244,9532.92,9385.848353122998,9565.16259292291
commons-compress,organic,classes,9566,6258,species_chaobunge,8072.0,7864.0,8300.0,9532.92,9385.848353122998,9565.16259292291
commons-compress,organic,classes,9566,6258,species_jackknife,8659.0,8456.0,8862.0,9532.92,9385.848353122998,9565.16259292291
commons-compress,organic,classes,9566,6258,species_pcg,3120320.0,3120569.0,3121848.0,9532.92,9385.848353122998,9565.16259292291
commons-compress,organic,classes,9566,6258,species_pnpmle,13316.0,13121.0,13901.0,9532.92,9385.848353122998,9565.16259292291
commons-compress,organic,classes,9566,6258,species_unpmle,8234.0,8234.0,8234.0,9532.92,9385.848353122998,9565.16259292291
commons-compress,organic,classes,9566,6258,zelterman,8585.51606693372,8258.25427654833,8912.7778573191,9532.92,9385.848353122998,9565.16259292291
commons-compress,organic,methods,9566,6258,bootstrap,7038.11673017431,6893.92687958484,7182.30658076379,9532.92,9385.848353122998,9565.16259292291
commons-compress,organic,methods,9566,6258,ice,8769.84536502233,8446.52880726859,9093.16192277606,9532.92,9385.848353122998,9565.16259292291
commons-compress,organic,methods,9566,6258,spader_chao,6991.69,6880.286,7123.039,9532.92,9385.848353122998,9565.16259292291
commons-compress,organic,methods,9566,6258,spader_ice,6973.718,6887.225,7072.101,9532.92,9385.848353122998,9565.16259292291
commons-compress,organic,methods,9566,6258,spader_ice1,7147.427,7032.247,7279.742,9532.92,9385.848353122998,9565.16259292291
commons-compress,organic,methods,9566,6258,spader_ichao2,7169.891,7093.563,7253.192,9532.92,9385.848353122998,9565.16259292291
commons-compress,organic,methods,9566,6258,species_chaobunge,7266.0,7111.0,7427.0,9532.92,9385.848353122998,9565.16259292291
commons-compress,organic,methods,9566,6258,species_jackknife,7554.0,7405.0,7703.0,9532.92,9385.848353122998,9565.16259292291
commons-compress,organic,methods,9566,6258,species_pcg,2563445.0,1384863.0,2563840.0,9532.92,9385.848353122998,9565.16259292291
commons-compress,organic,methods,9566,6258,species_pnpmle,9979.0,9913.0,11580.0,9532.92,9385.848353122998,9565.16259292291
commons-compress,organic,methods,9566,6258,species_unpmle,7263.0,7263.0,7263.0,9532.92,9385.848353122998,9565.16259292291
commons-compress,organic,methods,9566,6258,zelterman,8557.8985907195,8129.45910691652,8986.33807452248,9532.92,9385.848353122998,9565.16259292291
commons-compress,random,classes,9566,4239,bootstrap,5855.64742583561,5378.91658998532,6332.37826168591,9532.92,9385.848353122998,9565.16259292291
commons-compress,random,classes,9566,4239,ice,9990.39283156043,9132.34013962359,10848.4455234973,9532.92,9385.848353122998,9565.16259292291
commons-compress,random,classes,9566,4239,spader_chao,6780.386,6518.727,7072.077,9532.92,9385.848353122998,9565.16259292291
commons-compress,random,classes,9566,4239,spader_ice,7555.311,7252.155,7888.967,9532.92,9385.848353122998,9565.16259292291
commons-compress,random,classes,9566,4239,spader_ice1,8878.876,8358.652,9464.794,9532.92,9385.848353122998,9565.16259292291
commons-compress,random,classes,9566,4239,spader_ichao2,7412.631,7247.323,7587.024,9532.92,9385.848353122998,9565.16259292291
commons-compress,random,classes,9566,4239,species_chaobunge,14904.0,11954.0,18976.0,9532.92,9385.848353122998,9565.16259292291
commons-compress,random,classes,9566,4239,species_jackknife,8415.0,8049.0,8781.0,9532.92,9385.848353122998,9565.16259292291
commons-compress,random,classes,9566,4239,species_pcg,2123875.0,2123955.0,2124868.0,9532.92,9385.848353122998,9565.16259292291
commons-compress,random,classes,9566,4239,species_pnpmle,11207.0,10786.0,12596.0,9532.92,9385.848353122998,9565.16259292291
commons-compress,random,classes,9566,4239,species_unpmle,7120.0,7120.0,7120.0,9532.92,9385.848353122998,9565.16259292291
commons-compress,random,classes,9566,4239,zelterman,7117.35233279056,6770.08298376128,7464.62168181984,9532.92,9385.848353122998,9565.16259292291
commons-compress,random,methods,9566,4239,bootstrap,5203.59710082788,4909.94995714469,5497.24424451107,9532.92,9385.848353122998,9565.16259292291
commons-compress,random,methods,9566,4239,ice,10974.8060559113,10121.7735825252,11827.8385292974,9532.92,9385.848353122998,9565.16259292291
commons-compress,random,methods,9566,4239,spader_chao,4888.277,4795.031,4997.16,9532.92,9385.848353122998,9565.16259292291
commons-compress,random,methods,9566,4239,spader_ice,5027.46,4936.36,5130.462,9532.92,9385.848353122998,9565.16259292291
commons-compress,random,methods,9566,4239,spader_ice1,5167.822,5052.672,5299.268,9532.92,9385.848353122998,9565.16259292291
commons-compress,random,methods,9566,4239,spader_ichao2,4935.521,4875.519,5001.18,9532.92,9385.848353122998,9565.16259292291
commons-compress,random,methods,9566,4239,species_chaobunge,5255.0,5114.0,5410.0,9532.92,9385.848353122998,9565.16259292291
commons-compress,random,methods,9566,4239,species_jackknife,5506.0,5347.0,5665.0,9532.92,9385.848353122998,9565.16259292291
commons-compress,random,methods,9566,4239,species_pcg,4944.0,4887.0,5134.0,9532.92,9385.848353122998,9565.16259292291
commons-compress,random,methods,9566,4239,species_pnpmle,5543.0,4820.0,5884.0,9532.92,9385.848353122998,9565.16259292291
commons-compress,random,methods,9566,4239,species_unpmle,5486.0,5486.0,5486.0,9532.92,9385.848353122998,9565.16259292291
commons-compress,random,methods,9566,4239,zelterman,5203.06462775503,5015.79236412806,5390.33689138199,9532.92,9385.848353122998,9565.16259292291
commons-configuration,dynamosa,classes,6279,2509,bootstrap,3428.96695442622,3169.81034465071,3688.12356420173,6276.6,6273.044570597241,6278.339730360829
commons-configuration,dynamosa,classes,6279,2509,ice,8965.14022055101,7881.69478691738,10048.5856541846,6276.6,6273.044570597241,6278.339730360829
commons-configuration,dynamosa,classes,6279,2509,spader_chao,5406.712,5002.43,5876.544,6276.6,6273.044570597241,6278.339730360829
commons-configuration,dynamosa,classes,6279,2509,spader_ice,5623.112,5269.285,6022.295,6276.6,6273.044570597241,6278.339730360829
commons-configuration,dynamosa,classes,6279,2509,spader_ice1,8166.311,7357.468,9110.089,6276.6,6273.044570597241,6278.339730360829
commons-configuration,dynamosa,classes,6279,2509,spader_ichao2,5898.535,5567.372,6265.555,6276.6,6273.044570597241,6278.339730360829
commons-configuration,dynamosa,classes,6279,2509,species_chaobunge,-5171.0,-3347.0,-7585.0,6276.6,6273.044570597241,6278.339730360829
commons-configuration,dynamosa,classes,6279,2509,species_jackknife,7533.0,6919.0,8147.0,6276.6,6273.044570597241,6278.339730360829
commons-configuration,dynamosa,classes,6279,2509,species_pcg,13430.0,7069.0,15539.0,6276.6,6273.044570597241,6278.339730360829
commons-configuration,dynamosa,classes,6279,2509,species_pnpmle,7484.0,6103.0,8459.0,6276.6,6273.044570597241,6278.339730360829
commons-configuration,dynamosa,classes,6279,2509,species_unpmle,9510.0,6425.0,50846255.0,6276.6,6273.044570597241,6278.339730360829
commons-configuration,dynamosa,classes,6279,2509,zelterman,6414.26241522156,5809.17945499489,7019.34537544824,6276.6,6273.044570597241,6278.339730360829
commons-configuration,dynamosa,methods,6279,2509,bootstrap,2987.8072568135,2940.19038102901,3035.42413259799,6276.6,6273.044570597241,6278.339730360829
commons-configuration,dynamosa,methods,6279,2509,ice,11474.6716244685,9290.30962564419,13659.0336232928,6276.6,6273.044570597241,6278.339730360829
commons-configuration,dynamosa,methods,6279,2509,spader_chao,2949.631,2865.264,3053.977,6276.6,6273.044570597241,6278.339730360829
commons-configuration,dynamosa,methods,6279,2509,spader_ice,2962.834,2893.096,3045.235,6276.6,6273.044570597241,6278.339730360829
commons-configuration,dynamosa,methods,6279,2509,spader_ice1,3074.451,2980.674,3186.873,6276.6,6273.044570597241,6278.339730360829
commons-configuration,dynamosa,methods,6279,2509,spader_ichao2,3058.343,3005.117,3117.28,6276.6,6273.044570597241,6278.339730360829
commons-configuration,dynamosa,methods,6279,2509,species_chaobunge,3161.0,3031.0,3304.0,6276.6,6273.044570597241,6278.339730360829
commons-configuration,dynamosa,methods,6279,2509,species_jackknife,3286.0,3171.0,3401.0,6276.6,6273.044570597241,6278.339730360829
commons-configuration,dynamosa,methods,6279,2509,species_pcg,3442.0,3016.0,3642.0,6276.6,6273.044570597241,6278.339730360829
commons-configuration,dynamosa,methods,6279,2509,species_pnpmle,3101.0,2999.0,3461.0,6276.6,6273.044570597241,6278.339730360829
commons-configuration,dynamosa,methods,6279,2509,species_unpmle,3095.0,2987.0,3699.0,6276.6,6273.044570597241,6278.339730360829
commons-configuration,dynamosa,methods,6279,2509,zelterman,3434.3401567973,3208.13047360187,3660.54983999272,6276.6,6273.044570597241,6278.339730360829
commons-configuration,organic,classes,6279,6219,bootstrap,6468.07405829262,5825.13020337356,7111.01791321168,6276.6,6273.044570597241,6278.339730360829
commons-configuration,organic,classes,6279,6219,ice,6255.70305695177,6243.43700329807,6267.96911060547,6276.6,6273.044570597241,6278.339730360829
commons-configuration,organic,classes,6279,6219,spader_chao,6221.887,6219.863,6228.662,6276.6,6273.044570597241,6278.339730360829
commons-configuration,organic,classes,6279,6219,spader_ice,6224.091,6221.091,6231.396,6276.6,6273.044570597241,6278.339730360829
commons-configuration,organic,classes,6279,6219,spader_ice1,6224.091,6221.091,6231.396,6276.6,6273.044570597241,6278.339730360829
commons-configuration,organic,classes,6279,6219,spader_ichao2,6221.887,6219.863,6228.662,6276.6,6273.044570597241,6278.339730360829
commons-configuration,organic,classes,6279,6219,species_chaobunge,6223.0,6219.0,6227.0,6276.6,6273.044570597241,6278.339730360829
commons-configuration,organic,classes,6279,6219,species_jackknife,6255.0,6238.0,6272.0,6276.6,6273.044570597241,6278.339730360829
commons-configuration,organic,classes,6279,6219,species_pcg,6243.0,6233.0,6252.0,6276.6,6273.044570597241,6278.339730360829
commons-configuration,organic,classes,6279,6219,species_pnpmle,7970.0,7960.0,8030.0,6276.6,6273.044570597241,6278.339730360829
commons-configuration,organic,classes,6279,6219,species_unpmle,6244.0,6238.0,6266.0,6276.6,6273.044570597241,6278.339730360829
commons-configuration,organic,classes,6279,6219,zelterman,6219.02589979247,6218.69085130184,6219.3609482831,6276.6,6273.044570597241,6278.339730360829
commons-configuration,organic,methods,6279,6219,bootstrap,6223.69973264972,6218.76242238819,6228.63704291125,6276.6,6273.044570597241,6278.339730360829
commons-configuration,organic,methods,6279,6219,ice,6222.91077160969,6215.24025053976,6230.58129267962,6276.6,6273.044570597241,6278.339730360829
commons-configuration,organic,methods,6279,6219,spader_chao,6219.062,6219.002,6220.916,6276.6,6273.044570597241,6278.339730360829
commons-configuration,organic,methods,6279,6219,spader_ice,6219.114,6219.006,6221.338,6276.6,6273.044570597241,6278.339730360829
commons-configuration,organic,methods,6279,6219,spader_ice1,6219.114,6219.006,6221.338,6276.6,6273.044570597241,6278.339730360829
commons-configuration,organic,methods,6279,6219,spader_ichao2,6219.062,6219.002,6220.916,6276.6,6273.044570597241,6278.339730360829
commons-configuration,organic,methods,6279,6219,species_chaobunge,6219.0,6219.0,6219.0,6276.6,6273.044570597241,6278.339730360829
commons-configuration,organic,methods,6279,6219,species_jackknife,6220.0,6217.0,6223.0,6276.6,6273.044570597241,6278.339730360829
commons-configuration,organic,methods,6279,6219,species_pnpmle,6220.0,6216.0,6226.0,6276.6,6273.044570597241,6278.339730360829
commons-configuration,organic,methods,6279,6219,species_unpmle,6220.0,6219.0,6231.0,6276.6,6273.044570597241,6278.339730360829
commons-configuration,organic,methods,6279,6219,zelterman,6219.00069985633,6218.94386260989,6219.05753710277,6276.6,6273.044570597241,6278.339730360829
commons-configuration,random,classes,6279,2429,bootstrap,3281.83310651264,3053.64654149153,3510.01967153375,6276.6,6273.044570597241,6278.339730360829
commons-configuration,random,classes,6279,2429,ice,8022.05921236484,7119.41385928808,8924.7045654416,6276.6,6273.044570597241,6278.339730360829
commons-configuration,random,classes,6279,2429,spader_chao,5110.193,4724.627,5560.517,6276.6,6273.044570597241,6278.339730360829
commons-configuration,random,classes,6279,2429,spader_ice,5266.195,4943.312,5630.543,6276.6,6273.044570597241,6278.339730360829
commons-configuration,random,classes,6279,2429,spader_ice1,7750.545,6997.902,8627.172,6276.6,6273.044570597241,6278.339730360829
commons-configuration,random,classes,6279,2429,spader_ichao2,5617.574,5302.044,5967.758,6276.6,6273.044570597241,6278.339730360829
commons-configuration,random,classes,6279,2429,species_chaobunge,-4670.0,-3081.0,-6736.0,6276.6,6273.044570597241,6278.339730360829
commons-configuration,random,classes,6279,2429,species_jackknife,7169.0,6576.0,7762.0,6276.6,6273.044570597241,6278.339730360829
commons-configuration,random,classes,6279,2429,species_pcg,9832.0,6897.0,12319.0,6276.6,6273.044570597241,6278.339730360829
commons-configuration,random,classes,6279,2429,species_pnpmle,7382.0,5500.0,8346.0,6276.6,6273.044570597241,6278.339730360829
commons-configuration,random,classes,6279,2429,species_unpmle,76980122.0,5773.0,86769473.0,6276.6,6273.044570597241,6278.339730360829
commons-configuration,random,classes,6279,2429,zelterman,6166.25081570115,5568.60065740065,6763.90097400166,6276.6,6273.044570597241,6278.339730360829
commons-configuration,random,methods,6279,2429,bootstrap,2937.14786805108,2878.49308389118,2995.80265221097,6276.6,6273.044570597241,6278.339730360829
commons-configuration,random,methods,6279,2429,ice,9646.35319269074,8023.22994328444,11269.476442097,6276.6,6273.044570597241,6278.339730360829
commons-configuration,random,methods,6279,2429,spader_chao,3102.898,2980.319,3252.73,6276.6,6273.044570597241,6278.339730360829
commons-configuration,random,methods,6279,2429,spader_ice,3026.888,2939.106,3129.776,6276.6,6273.044570597241,6278.339730360829
commons-configuration,random,methods,6279,2429,spader_ice1,3211.459,3084.436,3363.099,6276.6,6273.044570597241,6278.339730360829
commons-configuration,random,methods,6279,2429,spader_ichao2,3254.364,3168.725,3349.917,6276.6,6273.044570597241,6278.339730360829
commons-configuration,random,methods,6279,2429,species_chaobunge,3423.0,3212.0,3667.0,6276.6,6273.044570597241,6278.339730360829
commons-configuration,random,methods,6279,2429,species_jackknife,3924.0,3596.0,4252.0,6276.6,6273.044570597241,6278.339730360829
commons-configuration,random,methods,6279,2429,species_pcg,3565.0,3234.0,4635.0,6276.6,6273.044570597241,6278.339730360829
commons-configuration,random,methods,6279,2429,species_pnpmle,3674.0,3270.0,4217.0,6276.6,6273.044570597241,6278.339730360829
commons-configuration,random,methods,6279,2429,species_unpmle,3696.0,3551.0,8432.0,6276.6,6273.044570597241,6278.339730360829
commons-configuration,random,methods,6279,2429,zelterman,3873.33665738515,3558.49383148755,4188.17948328275,6276.6,6273.044570597241,6278.339730360829
commons-csv,dynamosa,classes,635,481,bootstrap,649.937683475099,528.103836933724,771.771530016474,626.0,618.4878730531559,630.8159131265645
commons-csv,dynamosa,classes,635,481,ice,908.076450089644,807.170773246829,1008.98212693246,626.0,618.4878730531559,630.8159131265645
